 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                     SPECIFIC HEAT COEFFICIENTS                                                                     

             Cp = A + B*T + C*T^2 + D*T^3 + E*T^4  [J/kg/K]                                                         

    Species                      Cp(298K)         Cp(1000K)          LT-HT            A(LT)            B(LT)            C(LT)            D(LT)            E(LT)             A(HT)           B(HT)            C(HT)            D(HT)           E(HT)      
   12. HCO3H                    1.023100e+03     1.725147e+03     1.378000e+03     3.250296e+02     2.945215e+00    -2.261537e-03     8.386478e-07    -1.222083e-10     1.323772e+03     6.228926e-01    -2.241764e-04     3.600973e-08    -2.139411e-12
   13. CH4                      2.189941e+03     4.498040e+03     1.000000e+03     4.035915e+02     9.057483e+00    -1.442533e-02     1.580545e-05    -6.343158e-09     8.724747e+02     5.305563e+00    -2.008328e-03     3.516704e-07    -2.333949e-11
   14. CH3OH                    1.367692e+03     2.794421e+03     1.000000e+03     6.902636e+02     1.905021e+00     1.860530e-03    -2.281714e-06     6.203203e-10     1.045491e+03     2.433098e+00    -7.914993e-04     1.131047e-07    -5.772853e-12
   15. CH3OOH                   1.518810e+03     2.341584e+03     1.000000e+03     1.015688e+03     1.868161e+00    -6.309323e-04     9.368134e-08    -5.013572e-12     9.755877e+02     1.935180e+00    -6.396558e-04     7.047239e-08     0.000000e+00
   16. C2H2                     1.702022e+03     2.620683e+03     1.000000e+03     6.429712e+02     4.850619e+00    -5.161235e-03     2.899106e-06    -6.107787e-10     1.416752e+03     1.716678e+00    -6.108010e-04     1.049408e-07    -6.886810e-12
   17. CH2CO                    1.233762e+03     2.014996e+03     1.000000e+03     5.884170e+02     2.396949e+00    -4.638246e-04    -1.279040e-06     7.724950e-10     1.194420e+03     1.148134e+00    -3.799438e-04     5.527188e-08    -2.885483e-12
   18. C2H2O2                   1.070141e+03     1.866879e+03     1.386000e+03     2.694867e+02     3.386563e+00    -2.628080e-03     9.811326e-07    -1.422229e-10     1.397451e+03     7.129469e-01    -2.498672e-04     3.948166e-08    -2.320443e-12
   19. C2H4                     1.518040e+03     3.357024e+03     1.000000e+03    -2.553222e+02     8.287083e+00    -1.004314e-02     8.254453e-06    -2.886049e-09     1.045729e+03     3.403903e+00    -1.309492e-03     2.324932e-07    -1.560954e-11
   20. CH3CHO                   1.253198e+03     2.553569e+03     1.000000e+03     4.729191e+02     2.523406e+00     8.817737e-04    -2.129226e-06     8.046957e-10     1.107643e+03     2.037280e+00    -6.880490e-04     1.021621e-07    -5.467437e-12
   21. C2H4O                    1.076377e+03     2.610339e+03     1.000000e+03    -2.460866e+02     5.331118e+00    -3.219741e-03     7.450487e-07     0.000000e+00     7.276655e+02     2.757114e+00    -9.929897e-04     1.185491e-07     0.000000e+00
   22. CH3COOH                  1.110386e+03     2.223148e+03     1.000000e+03     1.172610e+02     4.044875e+00    -2.581554e-03     6.425650e-07     0.000000e+00     9.576432e+02     1.784965e+00    -5.828795e-04     6.341896e-08     0.000000e+00
   23. C2H4O2                   1.213555e+03     2.165214e+03     1.358000e+03     6.059991e+02     2.208145e+00    -5.035208e-04    -2.481280e-07     1.027192e-10     1.228515e+03     1.373824e+00    -4.635740e-04     7.137960e-08    -4.119403e-12
   24. CH3CO3H                  1.155404e+03     1.973013e+03     1.000000e+03     5.299605e+02     2.389686e+00    -9.886314e-04     4.199763e-08     0.000000e+00     1.254830e+03     9.092405e-01    -2.023482e-04     1.129070e-08     0.000000e+00
   25. C2-OQOOH                 1.258025e+03     2.051162e+03     1.380000e+03     6.039058e+02     2.646471e+00    -1.671606e-03     5.485269e-07    -7.613633e-11     1.356364e+03     1.035587e+00    -3.587120e-04     5.616941e-08    -3.278433e-12
   26. C2H6                     1.741028e+03     4.077228e+03     1.000000e+03     4.043972e+02     4.284332e+00     1.598331e-03    -3.477950e-06     1.268119e-09     1.334400e+03     3.826928e+00    -1.260098e-03     1.859477e-07    -9.949044e-12
   27. C2H5OH                   1.419908e+03     3.070498e+03     1.000000e+03     1.040523e+02     5.223971e+00    -2.905739e-03     6.482138e-07     0.000000e+00     7.845708e+02     3.362097e+00    -1.223548e-03     1.473774e-07     0.000000e+00
   28. C2H5OOH                  1.349544e+03     2.616433e+03     1.000000e+03     3.000621e+02     4.164924e+00    -2.289782e-03     4.412283e-07     0.000000e+00     1.225190e+03     1.937175e+00    -6.096665e-04     6.373421e-08     0.000000e+00
   29. C3H2                     1.638857e+03     2.170937e+03     1.000000e+03     6.919899e+02     5.424913e+00    -1.003364e-02     9.326469e-06    -3.238797e-09     1.676265e+03     6.006563e-01    -9.551379e-05    -1.410677e-08     3.635924e-12
   30. PC3H4                    1.518799e+03     2.900944e+03     1.000000e+03     3.033494e+02     5.105651e+00    -3.947515e-03     1.785463e-06    -3.460037e-10     5.840991e+02     3.850085e+00    -1.981913e-03     4.979575e-07    -4.928397e-11
   31. AC3H4                    1.482012e+03     2.944981e+03     1.400070e+03     5.270767e+02     3.389779e+00    -3.662701e-04    -9.644413e-07     3.588368e-10     2.028810e+03     1.100323e+00    -7.680720e-05    -6.280487e-08     1.056212e-11
   32. C2H3CHO                  1.268458e+03     2.488442e+03     1.393000e+03     4.335716e+01     5.254695e+00    -4.373996e-03     1.899764e-06    -3.353786e-10     1.545090e+03     1.407342e+00    -4.883776e-04     7.656578e-08    -4.472632e-12
   33. C3H4O2                   1.215053e+03     2.218696e+03     1.404000e+03     1.701659e+01     5.361674e+00    -5.213938e-03     2.534167e-06    -4.802240e-10     1.506573e+03     1.046366e+00    -3.555816e-04     5.497532e-08    -3.180608e-12
   34. ETC3H4O2                 1.215053e+03     2.218696e+03     1.404000e+03     1.701659e+01     5.361674e+00    -5.213938e-03     2.534167e-06    -4.802240e-10     1.506573e+03     1.046366e+00    -3.555816e-04     5.497532e-08    -3.180608e-12
   35. KEA3B3                   1.087110e+03     1.979584e+03     1.387000e+03     9.124046e+01     4.341497e+00    -3.821074e-03     1.649450e-06    -2.815299e-10     1.506219e+03     7.358196e-01    -2.649685e-04     4.257890e-08    -2.530409e-12
   36. KEA3G2                   1.104445e+03     1.956837e+03     1.387000e+03     2.001233e+02     3.899354e+00    -3.292923e-03     1.381689e-06    -2.314053e-10     1.453928e+03     7.747063e-01    -2.770496e-04     4.431699e-08    -2.625356e-12
   37. C3H6                     1.529732e+03     3.432854e+03     1.000000e+03     2.950511e+02     4.134444e+00     8.865112e-04    -3.297475e-06     1.414323e-09     1.330187e+03     2.945625e+00    -9.780126e-04     1.424968e-07    -7.441354e-12
   38. CH3COCH3                 1.284632e+03     2.823766e+03     1.374000e+03     1.872002e+02     4.180447e+00    -1.704202e-03     9.335877e-08     6.696108e-11     1.419280e+03     2.090508e+00    -7.244888e-04     1.134768e-07    -6.624365e-12
   39. C3H6O                    1.264084e+03     2.905066e+03     1.000000e+03     7.264038e+01     4.563645e+00    -1.968353e-03     2.371338e-07     0.000000e+00     6.200664e+02     3.384677e+00    -1.252696e-03     1.530185e-07     0.000000e+00
   40. C2H5CHO                  1.394902e+03     3.037985e+03     1.379000e+03     6.322422e+02     2.277164e+00     1.417675e-03    -1.704441e-06     4.153449e-10     1.249682e+03     2.852427e+00    -1.124689e-03     1.900193e-07    -1.163661e-11
   41. ACETOL                   1.181386e+03     2.448792e+03     1.390000e+03     1.909283e+02     3.928270e+00    -2.196180e-03     5.768226e-07    -5.104913e-11     1.237729e+03     1.751166e+00    -5.819515e-04     8.862343e-08    -5.073342e-12
   42. C3H6O2                   1.263533e+03     2.451952e+03     1.382000e+03     2.992408e+02     3.886820e+00    -2.406162e-03     7.749674e-07    -1.029152e-10     1.334919e+03     1.617944e+00    -5.359639e-04     8.148871e-08    -4.661078e-12
   43. C3H5OOH                  1.322991e+03     2.573441e+03     1.382000e+03     2.485971e+02     4.387769e+00    -2.904821e-03     9.774727e-07    -1.355764e-10     1.563118e+03     1.519521e+00    -5.323838e-04     8.399754e-08    -4.928427e-12
   44. C3-OQOOH                 1.241111e+03     2.370731e+03     1.391000e+03     7.097476e+01     5.048101e+00    -4.292754e-03     1.875222e-06    -3.308127e-10     1.571783e+03     1.206554e+00    -4.239573e-04     6.702439e-08    -3.938181e-12
   45. C3H8                     1.667363e+03     3.959827e+03     1.000000e+03     1.691139e+02     5.032357e+00     1.024092e-03    -4.008560e-06     1.742824e-09     1.418892e+03     3.561762e+00    -1.184830e-03     1.730765e-07    -9.073769e-12
   46. NC3H7OH                  1.450795e+03     3.209428e+03     1.396000e+03     1.353379e+01     5.817757e+00    -3.694951e-03     1.250630e-06    -1.775412e-10     1.487580e+03     2.493958e+00    -8.343370e-04     1.275845e-07    -7.323292e-12
   47. IC3H7OH                  1.492093e+03     3.244683e+03     1.000000e+03    -2.446620e+01     6.261298e+00    -4.416100e-03     1.702612e-06    -2.786603e-10     7.986275e+02     3.720969e+00    -1.546721e-03     2.924678e-07    -2.065901e-11
   48. C3H7OOH                  1.413749e+03     2.898513e+03     1.388000e+03     8.561134e+01     5.515945e+00    -3.989127e-03     1.533827e-06    -2.477426e-10     1.646130e+03     1.866950e+00    -6.481379e-04     1.016307e-07    -5.937254e-12
   49. C4H2                     1.478994e+03     2.224205e+03     1.000000e+03     6.652219e+02     3.290242e+00    -1.638623e-03    -1.102033e-06     1.009397e-09     1.500037e+03     1.004388e+00    -3.236741e-04     4.575550e-08    -2.301355e-12
   50. C4H4                     1.398985e+03     2.708776e+03     1.000000e+03    -3.057886e+02     8.422212e+00    -1.144060e-02     8.792871e-06    -2.759921e-09     1.061868e+03     2.575227e+00    -1.148577e-03     2.391993e-07    -1.894226e-11
   51. C4H6                     1.410069e+03     3.131128e+03     1.000000e+03     1.728370e+01     5.283182e+00    -1.707816e-03    -1.415814e-06     9.542936e-10     1.266252e+03     2.669873e+00    -9.467334e-04     1.506213e-07    -8.885580e-12
   52. C3H5CHO                  1.254945e+03     2.653160e+03     1.394000e+03    -2.699334e+00     5.233400e+00    -3.820236e-03     1.482634e-06    -2.399395e-10     1.443307e+03     1.788251e+00    -6.152306e-04     9.588394e-08    -5.577631e-12
   53. IC3H5CHO                 1.377168e+03     2.723090e+03     1.396000e+03     7.439894e+01     5.537126e+00    -4.441639e-03     1.878177e-06    -3.249725e-10     1.615368e+03     1.636026e+00    -5.615297e-04     8.738486e-08    -4.983363e-12
   54. C4H6O2                   1.121883e+03     2.392674e+03     1.375000e+03     1.762938e+02     3.650467e+00    -1.661587e-03     1.890035e-07     3.849753e-11     1.307614e+03     1.625694e+00    -5.677605e-04     8.938880e-08    -5.237028e-12
   55. NC4H8                    1.520738e+03     3.493702e+03     1.000000e+03     1.750290e+02     4.572062e+00     7.537556e-04    -3.653528e-06     1.646383e-09     3.043140e+02     5.090290e+00    -2.353679e-03     4.903450e-07    -3.758171e-11
   56. IC4H8                    1.601196e+03     3.498346e+03     1.388000e+03     1.390634e+02     5.787393e+00    -3.207312e-03     8.702520e-07    -9.105120e-11     1.663520e+03     2.693973e+00    -9.192744e-04     1.424733e-07    -8.255307e-12
   57. IC3H7CHO                 1.360295e+03     3.015260e+03     1.391000e+03    -3.148135e+01     5.646555e+00    -3.606466e-03     1.153683e-06    -1.470307e-10     1.585511e+03     2.111584e+00    -7.247900e-04     1.127994e-07    -6.555665e-12
   58. C3H7CHO                  1.458627e+03     3.247830e+03     1.460000e+03     3.110233e+02     4.009720e+00    -1.682464e-04    -1.357425e-06     4.527582e-10     2.051509e+03     1.852954e+00    -6.671982e-04     1.072046e-07    -6.370451e-12
   59. C4H8O                    1.254950e+03     3.058987e+03     1.371000e+03    -2.925232e+02     6.272667e+00    -3.959540e-03     1.165525e-06    -1.271410e-10     1.778367e+03     1.962657e+00    -6.991633e-04     1.115430e-07    -6.595489e-12
   60. NC4H10                   1.695881e+03     3.912017e+03     1.000000e+03     2.255014e+02     4.947955e+00     9.970604e-04    -4.028723e-06     1.770223e-09     1.505586e+03     3.374603e+00    -1.123475e-03     1.638762e-07    -8.572942e-12
   61. IC4H10                   1.667796e+03     3.918377e+03     1.000000e+03    -1.836706e+02     7.431096e+00    -4.409679e-03     1.080631e-06     0.000000e+00     7.273000e+02     4.747032e+00    -1.774464e-03     2.185094e-07     0.000000e+00
   62. CYC5H4O                  9.234503e+02     2.370641e+03     1.000000e+03    -4.441479e+02     5.670299e+00    -3.955443e-03     1.099933e-06     0.000000e+00     5.800734e+02     2.638561e+00    -9.646316e-04     1.166381e-07     0.000000e+00
   63. CYC5H6                   1.157959e+03     2.904280e+03     1.000000e+03    -6.461229e+02     7.634285e+00    -5.792852e-03     1.615740e-06     9.323031e-11     2.899710e+01     5.151611e+00    -3.038716e-03     8.550093e-07    -9.262147e-11
   64. CYC5H8                   1.192484e+03     3.235157e+03     1.000000e+03     3.283131e+02     2.557668e-01     1.379704e-02    -1.880677e-05     7.660800e-09     9.428335e+02     3.456962e+00    -1.409187e-03     2.629227e-07    -1.837481e-11
   65. C5H8                     1.548395e+03     3.222182e+03     1.000000e+03     2.155988e+02     5.281187e+00    -2.900258e-03     6.256543e-07     0.000000e+00     9.730521e+02     3.278648e+00    -1.167540e-03     1.380220e-07     0.000000e+00
   66. NC5H10                   1.531165e+03     3.516101e+03     1.389000e+03    -6.420168e+01     6.397280e+00    -3.835177e-03     1.158721e-06    -1.405221e-10     1.672829e+03     2.707055e+00    -9.230575e-04     1.430032e-07    -8.284185e-12
   67. C4H9CHO                  1.454181e+03     3.275978e+03     1.507000e+03     3.793320e+02     3.614891e+00     4.128351e-04    -1.621878e-06     4.907973e-10     1.910587e+03     2.103093e+00    -7.533133e-04     1.206195e-07    -7.150163e-12
   68. NEOC5H12                 1.680055e+03     3.938267e+03     1.397000e+03    -3.323120e+02     8.324922e+00    -5.889832e-03     2.158877e-06    -3.233876e-10     2.010747e+03     2.828634e+00    -9.624389e-04     1.489089e-07    -8.619066e-12
   69. NC5H12                   1.661718e+03     3.858739e+03     1.000000e+03    -4.536125e+01     6.669700e+00    -3.288772e-03     4.004168e-07     1.227548e-10     1.639058e+03     3.045178e+00    -9.617669e-04     1.447969e-07    -8.527587e-12
   70. C6H2                     1.386996e+03     2.079287e+03     1.000000e+03     6.454629e+02     2.959275e+00    -1.309492e-03    -1.202523e-06     9.865634e-10     1.431705e+03     9.017245e-01    -2.938507e-04     4.180755e-08    -2.108694e-12
   71. C6H4                     1.350038e+03     2.477871e+03     1.000000e+03     2.111245e+02     4.264654e+00    -7.563749e-04    -2.960218e-06     1.718686e-09     1.877426e+03     7.264437e-01    -1.356600e-04     1.605842e-08    -9.986141e-13
   72. BENZYNE                  1.029842e+03     2.342703e+03     1.000000e+03     7.884247e+01     2.709386e+00     3.456681e-03    -7.137197e-06     3.234991e-09     1.154955e+03     1.713858e+00    -6.208883e-04     1.008422e-07    -6.063559e-12
   73. C6H4O2                   9.554312e+02     2.144116e+03     1.000000e+03    -2.751640e+02     5.153316e+00    -3.733384e-03     9.993484e-07     0.000000e+00     1.139812e+03     1.361157e+00    -3.939934e-04     3.714087e-08     0.000000e+00
   74. C6H6                     1.058638e+03     2.734396e+03     1.000000e+03    -3.340103e+02     5.027276e+00    -3.152976e-04    -3.472948e-06     1.829376e-09     1.374238e+03     1.834278e+00    -5.347775e-04     6.273044e-08    -2.072943e-12
   75. LC6H6                    1.403881e+03     2.750086e+03     1.000000e+03    -3.026862e+02     8.028145e+00    -9.338168e-03     5.869537e-06    -1.506742e-09     1.423693e+03     1.927140e+00    -7.150550e-04     1.223324e-07    -8.024558e-12
   76. C6H5OH                   1.097490e+03     2.473733e+03     1.000000e+03    -2.570665e+01     3.609466e+00     2.145289e-03    -6.312090e-06     3.056774e-09     1.250552e+03     1.761171e+00    -6.345148e-04     1.026831e-07    -6.158986e-12
   77. CYC6H8                   1.162086e+03     3.109335e+03     1.384000e+03    -7.466438e+02     8.100471e+00    -6.433277e-03     2.628408e-06    -4.396244e-10     1.741100e+03     2.083008e+00    -7.374715e-04     1.171738e-07    -6.908770e-12
   78. MCPTD                    1.135659e+03     3.008544e+03     1.399000e+03    -6.903505e+02     7.726551e+00    -6.047925e-03     2.403169e-06    -3.829002e-10     1.601599e+03     2.073186e+00    -7.058633e-04     1.093131e-07    -6.332986e-12
   79. CYC6H10                  1.239452e+03     3.360727e+03     1.388000e+03    -6.149862e+02     7.602697e+00    -5.126745e-03     1.737708e-06    -2.379475e-10     1.666900e+03     2.535094e+00    -8.839402e-04     1.390230e-07    -8.139146e-12
   80. CYC6H12                  1.246424e+03     3.740367e+03     1.373000e+03    -7.734394e+02     7.995911e+00    -4.343405e-03     8.613481e-07    -4.810638e-14     1.885455e+03     2.804350e+00    -9.874649e-04     1.563431e-07    -9.196247e-12
   81. NC6H12                   1.571451e+03     3.556549e+03     1.000000e+03     1.944823e+02     4.708015e+00     6.521736e-04    -3.669911e-06     1.671790e-09     1.843817e+03     2.071794e+00    -3.070707e-04    -6.782174e-08     1.582991e-11
   82. C6H5CHO                  9.783156e+02     2.487370e+03     1.000000e+03    -2.572532e+02     4.785584e+00    -2.189979e-03     1.490179e-07     0.000000e+00     1.190683e+03     1.798404e+00    -5.594262e-04     5.770936e-08     0.000000e+00
   83. C7H8                     1.119004e+03     2.831233e+03     1.000000e+03    -4.236758e+02     6.272397e+00    -3.956365e-03     9.388769e-07     0.000000e+00     8.923726e+02     2.818546e+00    -9.968079e-04     1.171223e-07     0.000000e+00
   84. CRESOL                   1.162920e+03     2.622490e+03     1.000000e+03    -3.156019e+02     6.333383e+00    -5.228273e-03     2.207513e-06    -3.745303e-10     8.412252e+02     2.761913e+00    -1.198346e-03     2.347616e-07    -1.706304e-11
   85. C6H5CH2OH                9.534502e+02     2.412360e+03     1.000000e+03    -3.609942e+02     5.344414e+00    -3.371033e-03     7.999728e-07     0.000000e+00     7.603487e+02     2.401550e+00    -8.493331e-04     9.979438e-08     0.000000e+00
   86. C6H5OCH3                 1.141881e+03     2.645783e+03     1.393000e+03    -4.158682e+02     6.714712e+00    -5.686800e-03     2.461955e-06    -4.282148e-10     1.568005e+03     1.607597e+00    -5.555192e-04     8.687963e-08    -5.067543e-12
   87. CH3CH3-C5H6              1.589312e+03     3.359346e+03     1.000000e+03     1.658208e+02     5.361410e+00    -1.581736e-03    -1.567625e-06     9.814755e-10     1.212008e+03     3.041199e+00    -1.052732e-03     1.693219e-07    -1.045101e-11
   88. NC7H14                   1.557030e+03     3.562572e+03     1.390000e+03    -9.867822e+01     6.693298e+00    -4.200897e-03     1.342733e-06    -1.738835e-10     1.745982e+03     2.666117e+00    -9.074284e-04     1.404198e-07    -8.128355e-12
   89. NC7H16                   1.652308e+03     3.807303e+03     1.000000e+03    -5.638379e+01     6.727216e+00    -3.512140e-03     5.791338e-07     6.947681e-11     1.701833e+03     2.874152e+00    -8.939986e-04     1.330909e-07    -7.774858e-12
   90. C8H2                     1.254079e+03     2.000699e+03     1.000000e+03     3.924357e+02     3.336735e+00    -9.729770e-04    -2.171515e-06     1.416021e-09     1.328922e+03     9.453701e-01    -3.156462e-04     4.405291e-08    -2.013315e-12
   91. C6H5C2H                  1.166800e+03     2.512370e+03     1.399000e+03    -3.069061e+02     6.450432e+00    -5.794732e-03     2.638180e-06    -4.746038e-10     1.553929e+03     1.390566e+00    -4.553785e-04     6.881606e-08    -3.928135e-12
   92. C6H5C2H3                 1.177158e+03     2.715331e+03     1.000000e+03    -2.513386e+02     5.855939e+00    -3.851631e-03     9.623615e-07     0.000000e+00     1.054700e+03     2.371733e+00    -8.013342e-04     9.023229e-08     0.000000e+00
   93. C6H5C2H5                 1.207013e+03     2.944475e+03     1.000000e+03    -3.593065e+02     6.374227e+00    -4.041446e-03     9.709996e-07     0.000000e+00     9.708397e+02     2.859989e+00    -1.003408e-03     1.170540e-07     0.000000e+00
   94. XYLENE                   1.182920e+03     2.973732e+03     1.000000e+03    -2.863334e+02     5.812369e+00    -3.132636e-03     5.803326e-07     0.000000e+00     8.189520e+02     3.157630e+00    -1.139016e-03     1.361653e-07     0.000000e+00
   95. IC8H16                   1.550182e+03     3.620430e+03     1.000000e+03    -1.396262e+02     6.486479e+00    -2.500858e-03    -1.038766e-06     8.132015e-10     1.181073e+03     3.460780e+00    -1.203614e-03     1.942028e-07    -1.201163e-11
   96. IC8H18                   1.650006e+03     3.846654e+03     1.000000e+03    -1.479142e+02     6.891685e+00    -2.601603e-03    -1.207856e-06     9.123426e-10     1.276731e+03     3.633777e+00    -1.252062e-03     2.005385e-07    -1.233131e-11
   97. INDENE                   1.058797e+03     2.643118e+03     1.000000e+03    -4.048693e+02     5.983689e+00    -3.878449e-03     9.427479e-07     0.000000e+00     9.300713e+02     2.469623e+00    -8.551403e-04     9.856363e-08     0.000000e+00
   98. C10H8                    1.058008e+03     2.575948e+03     1.401000e+03    -5.732084e+02     7.090170e+00    -6.196250e-03     2.735168e-06    -4.799311e-10     1.518075e+03     1.572637e+00    -5.424841e-04     8.473138e-08    -4.937494e-12
   99. C10H7OH                  1.098810e+03     2.452406e+03     1.394000e+03    -1.860943e+02     5.371564e+00    -3.967309e-03     1.440331e-06    -2.060859e-10     1.511058e+03     1.415649e+00    -4.955404e-04     7.815590e-08    -4.585096e-12
  100. C10H7CHO                 1.091999e+03     2.387448e+03     1.391000e+03    -5.777444e+01     4.693638e+00    -3.066200e-03     9.103142e-07    -9.252992e-11     1.472120e+03     1.374997e+00    -4.806483e-04     7.574337e-08    -4.441143e-12
  101. C10H7CH3                 1.133236e+03     2.701882e+03     1.394000e+03    -4.671515e+02     6.867185e+00    -5.708759e-03     2.426099e-06    -4.154918e-10     1.576483e+03     1.684938e+00    -5.861842e-04     9.207046e-08    -5.385810e-12
  102. CH3C10H6OH               1.148626e+03     2.532495e+03     1.392000e+03    -9.004806e+01     5.098486e+00    -3.497280e-03     1.175786e-06    -1.544491e-10     1.479728e+03     1.572687e+00    -5.468848e-04     8.586780e-08    -5.021632e-12
  103. C12H8                    1.038882e+03     2.446112e+03     1.000000e+03    -3.676011e+02     5.843647e+00    -4.086283e-03     1.056350e-06     0.000000e+00     1.167348e+03     1.774549e+00    -5.529349e-04     5.715040e-08     0.000000e+00
  104. BIPHENYL                 1.070569e+03     2.601956e+03     1.000000e+03    -4.222666e+02     6.164042e+00    -4.186013e-03     1.046194e-06     0.000000e+00     1.158598e+03     2.026144e+00    -6.528137e-04     7.002733e-08     0.000000e+00
  105. DIFENET                  1.009658e+03     2.440677e+03     1.000000e+03    -4.227353e+02     6.105427e+00    -4.930398e-03     2.018565e-06    -3.301822e-10     1.383958e+03     1.551755e+00    -5.248592e-04     8.093624e-08    -4.675527e-12
  106. FLUORENE                 1.002672e+03     2.559321e+03     1.000000e+03    -5.606874e+02     6.494977e+00    -4.536874e-03     1.161905e-06     0.000000e+00     1.158526e+03     1.961424e+00    -6.274075e-04     6.677855e-08     0.000000e+00
  107. C6H5CH2C6H5              1.048103e+03     2.672364e+03     1.000000e+03    -4.649978e+02     6.199871e+00    -4.065036e-03     1.002526e-06     0.000000e+00     9.163505e+02     2.536969e+00    -8.832780e-04     1.023222e-07     0.000000e+00
  108. C14H10                   1.048329e+03     2.512196e+03     1.000000e+03    -4.242618e+02     6.126608e+00    -4.310461e-03     1.120310e-06     0.000000e+00     1.190355e+03     1.836707e+00    -5.745078e-04     5.964223e-08     0.000000e+00
  109. C6H5C2H4C6H5             1.095552e+03     2.737567e+03     1.000000e+03    -3.716805e+02     5.958544e+00    -3.737724e-03     8.884278e-07     0.000000e+00     8.381011e+02     2.766548e+00    -9.830795e-04     1.159974e-07     0.000000e+00
  110. C16H10                   1.006012e+03     2.424392e+03     1.000000e+03    -4.390860e+02     6.023866e+00    -4.272973e-03     1.112585e-06     0.000000e+00     1.195220e+03     1.695063e+00    -5.182852e-04     5.239439e-08     0.000000e+00
  111. BIN1B                    9.940084e+02     2.451962e+03     1.000000e+03    -1.894278e+02     4.764532e+00    -2.925590e-03     9.194712e-07    -1.170236e-10    -1.894278e+02     4.764532e+00    -2.925590e-03     9.194712e-07    -1.170236e-10
  112. BIN1A                    1.174898e+03     2.756454e+03     1.000000e+03    -1.051434e+02     5.131846e+00    -3.068878e-03     9.141377e-07    -1.155085e-10    -1.051434e+02     5.131846e+00    -3.068878e-03     9.141377e-07    -1.155085e-10
  113. O                        1.368804e+03     1.307281e+03     1.000000e+03     1.531218e+03    -8.513325e-01     1.258177e-03    -8.329757e-07     2.021942e-10     1.321073e+03    -1.431768e-02    -1.612484e-06     2.365128e-09    -2.270017e-13
  114. H                        2.062119e+04     2.062119e+04     1.000000e+03     2.062119e+04     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00     2.062119e+04     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
